JGI_id,YALI0_id,glucose_1,glucose_2,glucose_3,glycerol_1,glycerol_2,glycerol_3,oleic_acid_1,oleic_acid_2,oleic_acid_3
jgi.p|Yarli1|69942,YALI0F08041g,0,0,0,0,0,0,0,0,0
jgi.p|Yarli1|69943,YALI0F08063g,23.95,25.43,31.74,24.84,24.06,22.64,6.05,10.01,8.03
jgi.p|Yarli1|69944,YALI0F08085g,0.46,0.85,1.09,1.43,1.1,2.36,0.32,0.59,0.28
jgi.p|Yarli1|69945,YALI0F08107g,12.35,12.36,13.31,14.42,22.78,24.57,11.91,14.66,10.77
jgi.p|Yarli1|69946,YALI0F08129g,1.58,0.63,0.19,1.18,0.57,1.09,0.33,0.3,0
jgi.p|Yarli1|69947,YALI0F08151g,116.35,96.41,93.47,48.8,52.71,47.34,81,97.59,82.89
jgi.p|Yarli1|69948,YALI0F08165g,19.07,17.73,19.79,14.68,11.75,11.81,9.55,9.23,7.94
jgi.p|Yarli1|69949,YALI0F08195g,378.18,367.45,423.45,422.63,443.34,415.1,605.06,553.31,614.12
jgi.p|Yarli1|69950,YALI0F08217g,14.32,15.04,11.39,15.79,28.15,22.13,37.53,39.83,41.09
jgi.p|Yarli1|69951,YALI0F08283g,61.4,77.08,71.6,127.71,110.49,130.73,156.08,168.72,181.2
jgi.p|Yarli1|69952,YALI0F08305g,114.39,116.95,118.01,166.12,188.69,164.15,97.41,108.73,88.24
jgi.p|Yarli1|69953,YALI0F08327g,612.03,680.1,770.86,595.37,671.58,542.41,553.94,593.57,464.18
jgi.p|Yarli1|69954,YALI0F08349g,4.92,5.03,6.41,17.72,17.47,21.69,22.91,16.12,18.12
jgi.p|Yarli1|69955,YALI0F08371g,86.29,79.71,69.45,39.37,30.32,30.6,44.77,53.86,46.15
jgi.p|Yarli1|69956,YALI0F08393g,1509.22,1526.89,1477.79,1548.46,1468.15,1413.93,800.3,1026.41,924.93
jgi.p|Yarli1|69957,YALI0F08415g,79.12,97.97,86.43,165,154.15,161.67,118.17,101.85,104.75
jgi.p|Yarli1|69958,YALI0F08437g,4737.35,3783.75,3857.75,4336,3990.83,4275.78,2327.46,3401.73,3177.35
jgi.p|Yarli1|69959,YALI0F08459g,170.63,176.64,175.09,185.17,163.63,191.09,137.1,181.44,170.85
jgi.p|Yarli1|69960,YALI0F08481g,142.35,155.98,151.25,186.43,195.09,175.06,108.36,100.26,99.69
jgi.p|Yarli1|69961,YALI0F08503g,14.08,16.52,16,16.03,16.46,14.12,17.49,13.98,15.66
jgi.p|Yarli1|69962,YALI0F08525g,65.89,65.99,69.72,53.73,49.51,44.72,69.41,56.84,63.94
jgi.p|Yarli1|69963,YALI0F08569g,2968.82,2765.63,2713.09,2370.95,2202.38,2188.5,1382.3,1754.09,1608.71
jgi.p|Yarli1|69964,YALI0F08591g,42.61,40.91,43.26,38.65,35.96,34.64,31.09,28.4,29.94
jgi.p|Yarli1|69965,YALI0F08613g,216.63,219.04,220.01,158.22,260.17,142.97,138.71,188.57,109.67
jgi.p|Yarli1|69966,YALI0F08635g,90.75,85.72,80.32,49.12,44.24,42.07,62.81,73.91,59.82
jgi.p|Yarli1|69967,YALI0F08657g,105.81,102.64,92.83,59.29,49.54,43.01,55.27,73.13,61.25
jgi.p|Yarli1|69968,YALI0F08679g,34.49,33.64,38.27,28.41,23.63,26.95,20.34,14.51,16.83
jgi.p|Yarli1|69969,YALI0F08701g,638.11,667.8,582.68,443.43,319.94,349.35,244.04,251.6,229.41
jgi.p|Yarli1|69970,YALI0F08723g,241.61,237.7,255.45,261.18,257.15,263.15,162.3,162.85,168.01
jgi.p|Yarli1|69971,YALI0F08745g,3697,3567.32,3558.13,4020.34,3691.13,3671.23,1876.07,2490.52,2375.15
jgi.p|Yarli1|69972,YALI0F08789g,8.86,8.94,9.42,10.63,9.9,10.11,7.26,6.75,7.23
jgi.p|Yarli1|69973,YALI0F08811g,14.56,11.17,17.2,9.93,7.94,8.15,11.61,13.56,11.61
jgi.p|Yarli1|69974,YALI0F08833g,107.14,108.75,90.55,142.1,162.89,158.18,78.61,80.19,76.11
jgi.p|Yarli1|69975,YALI0F08855g,7.18,8.21,7.54,8.62,9.04,8.5,7.3,5.87,6.45
jgi.p|Yarli1|69976,YALI0F08877g,321.6,321.28,321.29,239.57,226.8,211.14,153.63,212.96,169.9
jgi.p|Yarli1|69977,YALI0F08899g,62.67,58.84,56.41,67.46,70.51,64.28,74.5,72.16,73.31
jgi.p|Yarli1|69978,YALI0F08921g,70.67,67.27,63.53,35.84,37.04,32.28,27.65,41.21,33.41
jgi.p|Yarli1|69979,YALI0F08943g,10.06,12.91,12.63,34.25,44.4,47.38,42.25,26.52,27.43
jgi.p|Yarli1|69980,YALI0F08965g,90.45,88.74,89.65,108.53,104.59,103.53,60.53,59.91,52.62
jgi.p|Yarli1|69981,YALI0F08987g,3.35,3.34,3.5,10.92,8.18,11.75,12.09,5.14,6.72
jgi.p|Yarli1|69982,YALI0F09009g,1.97,2.69,2.78,13.05,10.84,18.19,45.12,24.4,32.81
jgi.p|Yarli1|69983,YALI0F09031g,1.57,1.9,2.23,1.17,1.75,1.69,5.07,2.31,3.58
jgi.p|Yarli1|69984,YALI0F09053g,34.89,35.27,35.13,42.23,47.31,53.18,32.34,29.67,34.2
jgi.p|Yarli1|69985,YALI0F09075g,6.83,6.71,7.11,12.57,9.54,9.98,19.83,10.26,20.06
jgi.p|Yarli1|69986,YALI0F09097g,4.41,2.86,2.99,9.24,6.2,5.56,14.25,7.57,13.12
jgi.p|Yarli1|69987,YALI0F09119g,2.19,1.1,1.89,2.78,2.38,1.68,2.31,3.64,3.87
jgi.p|Yarli1|69988,YALI0F09141g,1.95,2.34,2.94,1.81,1.9,1.46,3.49,4.26,3.2
jgi.p|Yarli1|69989,YALI0F09163g,2.5,2.19,2.3,7.63,8.45,19.39,26.74,47.65,37.14
jgi.p|Yarli1|69990,YALI0F09185g,820.98,792.81,789.78,681.7,746.55,713.97,318.44,342.98,321.55
jgi.p|Yarli1|69991,YALI0F09229g,2513.46,2275.1,2620.38,2326.02,2406.9,2343.81,2044.54,1920.23,2298.66
jgi.p|Yarli1|69992,YALI0F09251g,22.83,21.87,25.44,148.95,153.84,175.87,100.57,112.5,100.46
jgi.p|Yarli1|69993,YALI0F09273g,137.22,156.74,135.26,277.27,326.96,311.3,166.66,135.47,162.62
jgi.p|Yarli1|69994,YALI0F09295g,63.88,62.54,62.87,33.23,29.14,28.41,35.55,47.89,41.69
jgi.p|Yarli1|69995,YALI0F09317g,17.04,16.97,19.79,10.59,7.63,10.22,11.78,9.56,9.7
jgi.p|Yarli1|69996,YALI0F09339g,204.71,231.04,234.06,215.34,181.48,170.64,145.71,151.38,139.65
jgi.p|Yarli1|69997,YALI0F09361g,26.98,24.97,30.74,20.85,19.5,22.9,16.83,18.79,15.46
jgi.p|Yarli1|69998,YALI0F09383g,105.65,103.13,110.55,86.16,65.48,76.25,61.21,82.82,82.76
jgi.p|Yarli1|69999,YALI0F09405g,152.43,160.47,160.2,212.93,184.91,218.39,160.75,161.84,167.34
jgi.p|Yarli1|70000,YALI0F09427g,38.85,46.91,45.12,66.89,53.15,56.78,40.64,32.45,47.24
jgi.p|Yarli1|70001,YALI0F09449g,58.83,65.37,56.92,58.54,50.96,46.37,30.52,28.52,25.2
jgi.p|Yarli1|70002,YALI0F09471g,70.65,64.05,66.05,59.99,45.8,53.59,45.66,45.88,40.15
jgi.p|Yarli1|70003,YALI0F09493g,31.26,28.9,35.67,27.02,27.93,28.23,20.5,20.71,19.21
jgi.p|Yarli1|70004,YALI0F09515g,30.57,27.44,30.43,24.27,18.92,26.95,34.58,51.92,39.5
jgi.p|Yarli1|70005,YALI0F09537g,11.09,15.87,17.07,33.53,32.57,43.52,26.53,24.81,28.33
jgi.p|Yarli1|70006,YALI0F09559g,4.06,3.87,3.97,13.38,10.3,13.15,8.95,4.95,7.81
jgi.p|Yarli1|70007,YALI0F09581g,7.58,5.48,8.44,6.72,8.05,8.8,6.33,5.69,5.65
jgi.p|Yarli1|70008,YALI0F09603g,148.9,181.52,166.53,208.68,230.21,222.19,122.47,142.59,127.2
jgi.p|Yarli1|70009,YALI0F09625g,70.69,72.6,76.96,104.54,85.46,95.39,64.6,56.43,74.37
jgi.p|Yarli1|70010,YALI0F09647g,17.99,12.23,17.36,19.1,20.48,23.77,10.13,5.64,8.14
jgi.p|Yarli1|70011,YALI0F09669g,1270.86,1393.1,1342.99,1246.25,1198.2,1095.21,704.97,913.77,727.81
jgi.p|Yarli1|70012,YALI0F09691g,62.55,49.04,58.69,29.49,26.14,36.22,126.48,178.9,135.37
jgi.p|Yarli1|70013,YALI0F09746g,62.42,57.5,60.54,62.08,66.52,59.66,91.34,68.26,76.09
jgi.p|Yarli1|70014,YALI0F09768g,149.8,139.33,150.06,104.49,91.08,100.75,82.82,109.67,102.14
jgi.p|Yarli1|70015,YALI0F09790g,9438.81,9274.78,9112.71,10524.69,10413.48,10949.84,6994.43,7621.47,8377.27
jgi.p|Yarli1|70016,YALI0F09812g,26.3,30.77,31.59,36.92,68.1,46.95,232.41,62.44,207.24
jgi.p|Yarli1|70017,YALI0F09834g,90,94.37,89.56,114.62,124.25,111.84,114.29,70.61,92.58
jgi.p|Yarli1|70018,YALI0F09856g,83.89,81.38,75.26,28.85,27.59,25.83,52.28,66.32,60.7
jgi.p|Yarli1|70019,YALI0F09878g,17.49,17.48,12.76,4.74,4.1,5.97,16.38,28.62,19.39
jgi.p|Yarli1|70020,YALI0F09944g,0.3,0,0,0,0.36,0,20.53,2.88,10.83
jgi.p|Yarli1|70021,YALI0F09966g,679.3,771.02,675.98,653.62,635.32,515.63,338.18,347.95,326.5
jgi.p|Yarli1|70022,YALI0F09988g,59.9,60.48,59.17,80.5,67.67,74.55,40.04,52.9,48.58
jgi.p|Yarli1|70023,YALI0F10010g,26.49,24.53,29.61,33.98,35.49,39.72,125.03,133.27,125.5
jgi.p|Yarli1|70024,YALI0F10032g,243.37,241.44,232.78,181.2,174.96,163.54,120.65,125.74,141.4
jgi.p|Yarli1|70025,YALI0F10054g,112.99,112.51,115.71,105.3,102.68,100.84,80.7,83.68,74.76
jgi.p|Yarli1|70026,YALI0F10076g,116.28,102.16,96.92,87.02,92,77.67,67.27,79.19,69.59
jgi.p|Yarli1|70027,YALI0F10098g,90.39,92.89,85.56,95.39,105.6,90.07,93.56,72.84,80.27
jgi.p|Yarli1|70028,YALI0F10131g,34.41,31.82,36.3,32.07,33.57,32.11,35.71,35.16,29.91
jgi.p|Yarli1|70029,YALI0F10153g,63.02,58.62,55.12,44.54,46.56,39.83,56.43,53.95,52.67
jgi.p|Yarli1|70030,YALI0F10175g,25.08,24.95,31.07,153.18,136.07,190.89,167.23,150.6,155.16
jgi.p|Yarli1|70031,YALI0F10197g,46.84,54.3,51.18,57.18,56.27,64.61,71.33,62,66.23
jgi.p|Yarli1|70032,YALI0F10219g,175.39,181.51,178.79,227.58,169.12,211.11,268.23,261.57,295.57
jgi.p|Yarli1|70033,YALI0F10241g,0.07,0.11,0,0.39,0.25,0.05,0.3,0.07,0.07
jgi.p|Yarli1|70034,YALI0F10285g,31.38,30.09,33.63,32.55,26.8,33.18,26.28,30.07,30.16
jgi.p|Yarli1|70035,YALI0F10307g,12.28,9.6,12.89,11.08,8.85,8.05,8.49,5.41,6.87
jgi.p|Yarli1|70036,YALI0F10373g,0.11,0.09,0.13,0.3,0.13,0,0,0.1,0
jgi.p|Yarli1|70037,YALI0F10439g,90.05,96.14,84.07,99.4,85.77,80.93,63.23,71.59,82.53
jgi.p|Yarli1|70038,YALI0F10461g,165.33,152.62,150.52,120.27,124.9,104.38,95.11,83.12,82.93
jgi.p|Yarli1|70039,YALI0F10483g,41.07,42.64,45.87,38.28,27.37,33.38,30.18,29.41,34.95
jgi.p|Yarli1|70040,YALI0F10505g,43.77,43.17,48.74,56.05,47.87,59.28,26.93,29.26,29.25
jgi.p|Yarli1|70041,YALI0F10527g,21.5,23.49,28.48,49.93,61.75,67.84,43.16,40.88,43.87
jgi.p|Yarli1|70042,YALI0F10541g,35.12,41.86,52.98,65.35,69.56,87.55,78.35,65.7,69.65
jgi.p|Yarli1|70043,YALI0F10549g,1.32,1.8,1.56,2.12,1.57,2.48,1.64,1.84,1.77
jgi.p|Yarli1|70044,YALI0F10615g,94.24,89.68,93.41,44.38,60.64,57.14,15.05,21.76,12.87
jgi.p|Yarli1|70045,YALI0F10637g,2.52,2.79,1.79,7.52,16.26,17.04,0,0.97,0.47
jgi.p|Yarli1|70046,YALI0F10659g,43.23,41.32,40.03,36.77,45.81,35.55,73.2,75.06,68.65
jgi.p|Yarli1|70047,YALI0F10703g,201.85,191.39,193.52,191.71,186.99,187.59,151.85,138.96,139.02
jgi.p|Yarli1|70048,YALI0F10725g,32.86,32.84,31.56,25.8,25.4,25.48,16.27,15.17,14.76
jgi.p|Yarli1|70049,YALI0F10747g,146.55,129.67,125.72,94.46,69.33,74.05,85.99,109.38,114.19
jgi.p|Yarli1|70050,YALI0F10769g,77.4,83.25,89.5,75.54,70.07,65.06,57.07,44.68,61.14
jgi.p|Yarli1|70051,YALI0F10824g,0.53,0.42,0.31,0.25,0,0.41,0.28,0.25,0
jgi.p|Yarli1|70052,YALI0F10857g,439.49,465.74,458.58,854.92,925.85,1154.89,2822.97,3055.59,2854.68
jgi.p|Yarli1|70053,YALI0F10901g,0.07,0,0,0,0,0.15,0.14,0.06,0.12
jgi.p|Yarli1|70054,YALI0F10923g,18.35,26.25,23.07,34.77,49.78,38.61,34.57,28.12,36.68
jgi.p|Yarli1|70055,YALI0F10945g,16.63,12.98,15.19,11.04,10.82,11.05,8.41,12,9.51
jgi.p|Yarli1|70056,YALI0F11011g,52.45,58.22,69.99,83.74,108.63,108.12,126.07,100.69,107.94
jgi.p|Yarli1|70057,YALI0F11033g,76.91,81.97,78.67,107.76,130.62,134.43,89.33,69.73,81.03
jgi.p|Yarli1|70058,YALI0F11055g,1810.84,1525.38,1573.41,1289.48,1231.79,1148.26,830.2,1140.74,1022.56
jgi.p|Yarli1|70059,YALI0F11077g,90.19,85.69,125.21,173.84,167.8,218.93,751.87,558.11,743.55
jgi.p|Yarli1|70060,YALI0F11099g,41.8,40,48.31,58.18,59.58,59.59,53.13,53.79,62.08
jgi.p|Yarli1|70061,YALI0F11121g,117.92,172.7,145.53,175.4,261.6,197.93,340.05,94.79,259.92
jgi.p|Yarli1|70062,YALI0F11143g,36.66,32.4,32,47.54,47.29,48.37,35.85,32.59,33.35
jgi.p|Yarli1|70063,YALI0F11165g,35.31,34.46,35.74,31.38,21.85,30.77,24.47,26.34,22.48
jgi.p|Yarli1|70064,YALI0F11187g,6.11,6.37,7.56,4,3.26,3.89,4.38,3.25,3.01
jgi.p|Yarli1|70065,YALI0F11209g,0.2,0.31,0.23,0.74,0.24,0.46,0,0,0.18
jgi.p|Yarli1|70066,YALI0F11231g,345.27,343.98,323.71,280.14,276.02,239.62,199.55,227.75,204.66
jgi.p|Yarli1|70067,YALI0F11253g,10.55,12.85,13.62,24.19,28.21,24.62,34.89,25.1,29.02
jgi.p|Yarli1|70068,YALI0F11275g,134.58,103.19,92.44,58.37,86.7,84.94,124.92,233.98,181.45
jgi.p|Yarli1|70069,YALI0F11297g,188.53,196.3,189.31,210.75,238.17,193.05,292.29,298.65,285.11
jgi.p|Yarli1|70070,YALI0F11319g,7.92,7.71,8.06,18.01,19.97,18.97,14.88,12.74,13.36
jgi.p|Yarli1|70071,YALI0F11341g,6.08,6.4,8.41,19.04,17.74,18.02,11.74,8.45,8.6
jgi.p|Yarli1|70072,YALI0F11363g,173.4,188.57,199.58,223.34,314.19,239.83,429.16,434.34,376.23
jgi.p|Yarli1|70073,YALI0F11385g,63.29,66.78,73.66,87.96,97.06,93.72,114.76,64.81,93.23
jgi.p|Yarli1|70074,YALI0F11407g,111.05,100.64,106.66,95.67,79.6,81.6,62.4,68.31,67.99
jgi.p|Yarli1|70075,YALI0F11429g,0.79,0.88,0.94,1.33,0.57,2.31,1,1.37,1.76
jgi.p|Yarli1|70076,YALI0F11473g,140.22,150.17,136.4,163.96,187.16,167.37,154.6,102.26,132.93
jgi.p|Yarli1|70077,YALI0F11487g,31.55,33.36,29.98,55.06,66.24,59.69,34.94,35.28,32.22
jgi.p|Yarli1|70078,YALI0F11517g,27.06,26.81,27.59,23.72,25.08,24.07,47.57,48.43,45.35
jgi.p|Yarli1|70079,YALI0F11539g,5.2,3.37,3.95,15.65,10.66,17.4,5.61,6.54,6.05
jgi.p|Yarli1|70080,YALI0F11561g,83.79,78.86,81.36,125.86,117.52,131,161.68,103.07,138.67
jgi.p|Yarli1|70081,YALI0F11583g,71.11,81.3,84.53,95.26,92.72,92.83,81.46,81.85,71.79
jgi.p|Yarli1|70082,YALI0F11605g,9.79,9.94,10.28,21.37,22.7,27.27,67.74,53.81,70.71
jgi.p|Yarli1|70083,YALI0F11616g,0.58,0,0,1.62,2.08,1.34,9.17,6.14,4.84
jgi.p|Yarli1|70084,YALI0F11627g,7,9.77,11.24,12.09,17.21,24.04,34.93,17.04,27.48
jgi.p|Yarli1|70085,YALI0F11649g,29.39,26.21,26.1,24.58,18.9,19.33,12.07,15.23,14.52
jgi.p|Yarli1|70086,YALI0F11671g,61.24,63.57,53.21,49.92,65.15,63.02,73.02,71.76,68.15
jgi.p|Yarli1|70087,YALI0F11693g,38.23,39.9,43.39,59.29,56.01,68.8,76.06,53.69,64.66
jgi.p|Yarli1|70088,YALI0F11715g,6.09,5.5,10.32,4.87,4.16,9.36,2.75,0.84,10.48
jgi.p|Yarli1|70089,YALI0F11737g,1.38,0.91,2.19,2.79,2.48,3.01,2.43,0.67,1.71
jgi.p|Yarli1|70090,YALI0F11759g,2063.13,2108.26,1876.85,1697.13,1669.19,1480.95,783.94,674.9,753.53
jgi.p|Yarli1|70091,YALI0F11781g,30.34,33.03,32.08,40.06,45.38,46.86,61.16,82.39,71.2
jgi.p|Yarli1|70092,YALI0F11803g,2.47,0.65,0.84,3.51,3.09,4.89,19.73,30.72,26.74
jgi.p|Yarli1|70093,YALI0F11825g,72.22,86.1,62.17,244.02,143.38,178.05,663.74,840.02,712.3
jgi.p|Yarli1|70094,YALI0F11847g,86.51,95.41,83.56,106.76,109.78,109.92,113.84,110.08,107.48
jgi.p|Yarli1|70095,YALI0F11869g,103.9,103.5,98.8,103.58,110.13,102.04,79.93,85.85,77.52
jgi.p|Yarli1|70096,YALI0F11891g,211.36,204.04,209.77,226.85,212.29,198.59,138.95,106.91,132.44
jgi.p|Yarli1|70097,YALI0F11913g,1.53,1.86,1.81,0.26,0.33,1.17,1.02,1.07,0.9
jgi.p|Yarli1|70098,YALI0F11935g,209.11,190.06,214.45,220.52,191.42,216.79,138.28,141.29,141.32
jgi.p|Yarli1|70099,YALI0F11957g,123.45,121.51,142.46,143.65,116.05,132.28,161.19,141.19,179.76
jgi.p|Yarli1|70100,YALI0F11979g,28.94,31.65,34.46,51.43,59.03,55.32,82.18,52.63,63.9
jgi.p|Yarli1|70101,YALI0F12001g,95.72,84.98,105.57,116.74,135.91,136.43,112.03,118.25,121.88
jgi.p|Yarli1|70102,YALI0F12023g,15.62,12.96,14.51,10.31,8.55,9.39,6.58,7.14,9.89
jgi.p|Yarli1|70103,YALI0F12045g,121.58,126.91,134.16,113.92,102.07,105.36,76.02,88.83,102.99
jgi.p|Yarli1|70104,YALI0F12067g,63.04,89.39,74.57,122.79,203.92,152.71,244.27,151.41,178.35
jgi.p|Yarli1|70105,YALI0F12089g,5.58,5.38,5.35,12.93,12.53,13.14,7.94,6.62,7.14
jgi.p|Yarli1|70106,YALI0F12111g,133.84,147.87,132.69,162.16,208.94,159.96,336.53,244.82,258.65
jgi.p|Yarli1|70107,YALI0F12133g,73.14,86.57,91.37,119.07,87.71,108.6,293.12,133.56,237.31
jgi.p|Yarli1|70108,YALI0F12155g,256.2,292.76,261.21,406.78,465.51,428.35,507.47,284.19,402.7
jgi.p|Yarli1|70109,YALI0F12177g,26.05,30.94,32.92,37.65,49.53,48.03,67.36,37.67,48.11
jgi.p|Yarli1|70110,YALI0F12199g,36.24,33.99,35.06,31.04,32.21,32.14,22.14,19.71,16.75
jgi.p|Yarli1|70111,YALI0F12221g,70.57,72.69,69.22,64.47,70.64,61.12,33.59,35.88,30.9
jgi.p|Yarli1|70112,YALI0F12243g,39.04,35.37,39.22,50.29,41.86,54.43,37.98,30.39,36.4
jgi.p|Yarli1|70113,YALI0F12287g,105.98,122.14,116.41,188.43,231.03,232.26,159.21,125.35,128.26
jgi.p|Yarli1|70114,YALI0F12331g,755.7,829.83,746.88,405.7,530.68,448.98,590.12,511.55,536.2
jgi.p|Yarli1|70115,YALI0F12353g,32.91,35.7,32.97,36.2,38.31,37.52,64.16,41.11,56.24
jgi.p|Yarli1|70116,YALI0F12375g,38.79,44.14,44.27,51.5,63.5,51.51,35.6,42.05,30.83
jgi.p|Yarli1|70117,YALI0F12397g,30.69,33.89,30.03,17.72,20.56,21.02,63.31,54.63,54.33
jgi.p|Yarli1|70118,YALI0F12463g,42.52,89.86,45.44,74.77,178.71,102.79,442.12,67.44,297.52
jgi.p|Yarli1|70119,YALI0F12507g,55.12,57.56,56.54,47.36,41.5,43.22,35.22,24.37,36.96
jgi.p|Yarli1|70120,YALI0F12529g,75.66,64.91,85.72,58.83,57.19,65.68,46.01,64.26,52.6
jgi.p|Yarli1|70121,YALI0F12551g,80.49,109.13,81.96,91.04,140.68,84.11,123.16,70.22,94.18
jgi.p|Yarli1|70122,YALI0F12573g,52.85,58.94,50.78,44.21,47.89,43.83,62.8,64.25,56.77
jgi.p|Yarli1|70123,YALI0F12595g,2.19,2,1.9,2.83,1.91,2.01,0.8,0.89,1.17
jgi.p|Yarli1|70124,YALI0F12617g,107.52,134.03,130.08,61.26,72.66,62.43,64.96,47.89,55.75
jgi.p|Yarli1|70125,YALI0F12639g,110.5,113.43,94.86,113.79,112.21,96.07,52.05,57.95,50.75
jgi.p|Yarli1|70126,YALI0F12661g,103.23,100.04,99.57,56.13,54.36,48.01,53.8,71.16,57.36
jgi.p|Yarli1|70127,YALI0F12683g,57.46,55.44,68.52,48.81,48.51,48.03,45.81,55.59,60.28
jgi.p|Yarli1|70128,YALI0F12705g,11.81,9.7,8.68,6.18,6.01,7.96,6.26,6.53,5.72
jgi.p|Yarli1|70129,YALI0F12727g,27.16,26.62,30.53,39.77,35.16,41.31,30.28,27.15,29.57
jgi.p|Yarli1|70130,YALI0F12749g,136.03,152.96,134.34,244.54,304.56,288.17,422.81,312.54,380.65
jgi.p|Yarli1|70131,YALI0F12771g,60.2,59.61,59.01,30.01,27.02,25.07,31.33,42.99,37.9
jgi.p|Yarli1|70132,YALI0F12793g,15.76,19.07,16.07,19.2,20.43,17.78,14.86,13.87,11.23
jgi.p|Yarli1|70133,YALI0F12815g,79.39,79.69,80.92,72.18,70.1,70.81,56.84,62.1,59.34
jgi.p|Yarli1|70134,YALI0F12837g,70.46,73.71,70.09,63.09,76.11,63.35,91.41,71.93,81
jgi.p|Yarli1|70135,YALI0F12925g,0,0,0,0,0,0.09,0,0,0.11
jgi.p|Yarli1|70136,YALI0F12947g,78.8,106.98,96.55,96.93,99.42,84.18,60.97,64.5,64.69
jgi.p|Yarli1|70137,YALI0F12969g,26.14,27.54,29.84,31.39,35.24,36,28.08,22.27,27.89
jgi.p|Yarli1|70138,YALI0F12991g,166.31,182.34,162.24,132.9,118.62,108.84,88.32,119.62,94.38
jgi.p|Yarli1|70139,YALI0F13013g,3.66,3.73,7.23,6.54,6.19,9.37,213.57,72.46,160.42
jgi.p|Yarli1|70140,YALI0F13035g,6.03,6.77,7.53,8.88,11.37,7.56,13.71,7.33,10
jgi.p|Yarli1|70141,YALI0F13057g,36.39,35.51,35.87,32.04,37.14,35.4,41.98,43.79,43.5
jgi.p|Yarli1|70142,YALI0F13068g,27.28,21,19.33,19.81,16.49,18.23,34.7,44.65,48.24
jgi.p|Yarli1|70143,YALI0F13079g,26.27,26.19,24.93,30.99,32.57,36.48,32.04,37.82,34.45
jgi.p|Yarli1|70144,YALI0F13101g,161.02,146.85,122.32,98.56,84.17,101.61,110.02,132.32,126.99
jgi.p|Yarli1|70145,YALI0F13123g,9.97,10.86,10.6,6.57,8.82,7.52,7.78,9.43,6.21
jgi.p|Yarli1|70146,YALI0F13145g,8.29,6.39,8.63,6.59,8.2,12.57,7.88,6.03,8.99
jgi.p|Yarli1|70147,YALI0F13167g,33.97,32.09,36.57,35.42,31.25,33.67,42.11,34.24,40.86
jgi.p|Yarli1|70148,YALI0F13189g,45.62,46.66,42.77,57.86,52.95,52.18,33.92,27.53,30.39
jgi.p|Yarli1|70149,YALI0F13211g,14.83,14.97,16.5,23.78,24.66,23.2,12.89,11.29,12.11
jgi.p|Yarli1|70150,YALI0F13233g,32.48,29.4,32.93,45.41,51.92,42.85,24.28,20.92,24.27
jgi.p|Yarli1|70151,YALI0F13255g,301.92,303,305.84,375.35,364.85,359.91,215.41,165.06,232.85
jgi.p|Yarli1|70152,YALI0F13277g,30.67,30.3,32.87,34.79,35.7,33.04,19.42,20.46,19.58
jgi.p|Yarli1|70153,YALI0F13299g,0.68,0.48,1.16,0.98,1.53,2.14,1.03,0.94,1.4
jgi.p|Yarli1|70154,YALI0F13321g,15.8,12.12,15.19,22.95,20.84,25.79,35.73,39.6,35.23
jgi.p|Yarli1|70155,YALI0F13343g,34.81,37.31,36.08,31.97,34.3,31.74,31.7,23.54,28.28
jgi.p|Yarli1|70156,YALI0F13354g,123.71,106.76,126.69,128.3,126.66,133.36,92.03,105.26,117.33
jgi.p|Yarli1|70157,YALI0F13365g,29.98,29.76,41.24,31.52,24.91,29.47,26.78,23.31,32.66
jgi.p|Yarli1|70158,YALI0F13387g,29.3,30.05,30.27,32.73,28.22,29.73,15.16,19.12,14.76
jgi.p|Yarli1|70159,YALI0F13409g,72.45,65.65,63.24,54.35,60.62,51.64,62.44,63.68,56.88
jgi.p|Yarli1|70160,YALI0F13431g,0.24,0,0.57,0.22,0.57,0.92,1.52,0.69,1.78
jgi.p|Yarli1|70161,YALI0F13453g,133.16,122.29,118.62,119.29,101.27,108.11,81.66,104.43,85.34
jgi.p|Yarli1|70162,YALI0F13475g,237.04,218.77,203.04,105.34,100.37,99.64,129.28,180.81,143.47
jgi.p|Yarli1|70163,YALI0F13497g,26.16,25.95,25.53,30.99,36.77,33.49,41.05,54.02,36.36
jgi.p|Yarli1|70164,YALI0F13519g,55.66,53.22,53.64,35.51,28.97,30.05,31.59,31.42,29.52
jgi.p|Yarli1|70165,YALI0F13541g,782.86,858.82,823.75,889.74,896.81,867.74,703.44,457.04,639.99
jgi.p|Yarli1|70166,YALI0F13585g,38.95,39.25,40.6,61.97,52.85,61.01,33.8,33.6,33.46
jgi.p|Yarli1|70167,YALI0F13607g,200.5,218.05,167.82,155.15,106.13,90.61,114.16,141.34,114.45
jgi.p|Yarli1|70168,YALI0F13629g,16.1,13.54,15.03,16.76,16.7,16.97,15.1,16.48,15.13
jgi.p|Yarli1|70169,YALI0F13651g,15.81,15.72,18.91,15.75,18.22,16.54,17.37,15.87,15.78
jgi.p|Yarli1|70170,YALI0F13673g,15.26,13.51,15.58,20.92,16.95,17.34,9.36,9.08,9.02
jgi.p|Yarli1|70171,YALI0F13695g,12.17,8.76,10.52,9.23,9.47,8.25,9.14,9.72,8.86
jgi.p|Yarli1|70172,YALI0F13717g,92.05,98.78,87.29,109.29,126.49,106.84,140.84,117.67,124.87
jgi.p|Yarli1|70173,YALI0F13739g,18.66,18.49,19.5,18.71,18.42,25.25,13.81,12.13,12.43
