JGI_id,YALI0_id,glucose_1,glucose_2,glucose_3,glycerol_1,glycerol_2,glycerol_3,oleic_acid_1,oleic_acid_2,oleic_acid_3
jgi.p|Yarli1|64471,YALI0A00110g,4.88,2.64,3.23,1.21,1.11,3.61,6.77,13.32,7.67
jgi.p|Yarli1|64472,YALI0A00132g,1896.43,1845.77,1682.56,1234.99,1189.24,1120.35,864.64,1056.63,928.51
jgi.p|Yarli1|64473,YALI0A00154g,31.34,29.21,21.92,215.23,137.85,182.81,1867.59,2153.21,1958.68
jgi.p|Yarli1|64474,YALI0A00176g,3.67,3.85,3.15,3.07,1.74,2.09,4.13,2.43,4.34
jgi.p|Yarli1|64475,YALI0A00198g,0,0.17,0,0,0.5,1.29,1.55,0.81,1.75
jgi.p|Yarli1|64476,YALI0A00212g,9.15,9.49,9.73,6.31,6.53,6.85,11.27,14.18,13.1
jgi.p|Yarli1|64477,YALI0A00264g,489.68,496.98,447.1,431.05,408.37,366.64,246.99,285.32,251.25
jgi.p|Yarli1|64478,YALI0A00286g,244.82,272.97,249.23,168.19,185.59,158.59,161.13,191.51,173.14
jgi.p|Yarli1|64479,YALI0A00330g,32.58,27.91,35.69,36.85,31.17,37.82,24.36,20.34,20.96
jgi.p|Yarli1|64480,YALI0A00352g,1691.33,1682.06,1425.46,1262.91,1239.39,1130.14,885.43,982.31,880.89
jgi.p|Yarli1|64481,YALI0A00369g,0.81,0.97,1.45,2.47,4.13,5.16,7.08,2.55,3.4
jgi.p|Yarli1|64482,YALI0A00374g,2.64,1.49,2.24,1.58,2.25,3.33,1.19,0.54,2.1
jgi.p|Yarli1|64483,YALI0A00396g,33.59,37.67,39.71,83.79,95.11,107.79,296.8,143.87,224.96
jgi.p|Yarli1|64484,YALI0A00418g,7,4.19,6.64,6.61,6.92,7.37,5.79,5.77,5.37
jgi.p|Yarli1|64485,YALI0A00440g,137.53,147.92,169.32,203.47,201.74,198.46,203.66,167.34,207.1
jgi.p|Yarli1|64486,YALI0A00506g,44.11,46.09,45.31,45.01,45.07,43.78,35.9,36.1,36.46
jgi.p|Yarli1|64487,YALI0A00528g,0,0.16,0.12,0.28,0.12,0.47,0.11,0.1,0
jgi.p|Yarli1|64488,YALI0A00550g,4.56,4.65,3.97,4.35,2.18,2.65,2.78,1.37,2.54
jgi.p|Yarli1|64489,YALI0A00572g,0.68,0.33,0.6,0.87,1.11,0.85,0.45,0,0.39
jgi.p|Yarli1|64490,YALI0A00594g,476.9,539.01,509.3,465.39,422.06,397.38,225.26,305.39,241
jgi.p|Yarli1|64491,YALI0A00616g,40.21,35.88,39.11,31.17,31.65,29.52,31.93,30.55,31.22
jgi.p|Yarli1|64492,YALI0A00638g,57.82,55.59,57.14,55.68,42.28,46.25,34.77,42.65,38.39
jgi.p|Yarli1|64493,YALI0A00660g,18.78,20.1,21.99,44.31,54.49,45.46,116.19,90.58,73.77
jgi.p|Yarli1|64494,YALI0A00682g,0,0.38,0.24,0.45,0.49,0.9,3.84,2.38,2.55
jgi.p|Yarli1|64495,YALI0A00759g,30.68,30.54,29.51,37.36,42.4,35.65,32.2,32.28,29.95
jgi.p|Yarli1|64496,YALI0A00781g,38.97,53.41,50.75,50.04,43.6,46.26,34.74,35.93,43.43
jgi.p|Yarli1|64497,YALI0A00803g,145.71,156.08,139.79,129.99,134.64,118.91,113.85,126.46,106.33
jgi.p|Yarli1|64498,YALI0A00825g,11.83,13.7,14.03,13.48,15.22,14.9,9.07,7.62,9.57
jgi.p|Yarli1|64499,YALI0A00847g,23.73,27.33,28.87,47.26,42.58,54.43,84.29,49.09,71.83
jgi.p|Yarli1|64500,YALI0A00869g,0.22,0,0.53,1.04,0.66,1.28,0.12,0,0.1
jgi.p|Yarli1|64501,YALI0A00891g,148.29,146.87,158.75,170.39,179.25,165.06,220.15,220.12,209.77
jgi.p|Yarli1|64502,YALI0A00913g,52.82,57.43,51.25,57.17,48.34,53.28,47.48,43.93,41.63
jgi.p|Yarli1|64503,YALI0A00935g,2.52,2.79,3.59,0.47,1.81,1.55,0.53,0.97,0.93
jgi.p|Yarli1|64504,YALI0A00957g,16.08,18.64,29.67,14.66,7.25,13.72,22.59,19.94,23.51
jgi.p|Yarli1|64505,YALI0A00979g,31.73,29.67,28.62,21.97,23.48,22.91,81.09,61.38,70.79
jgi.p|Yarli1|64506,YALI0A01001g,43.35,39.69,44.85,70.77,76.92,78.07,53.06,51.92,49.3
jgi.p|Yarli1|64507,YALI0A01023g,116.43,99.56,127.46,94.11,117.57,118.38,96.83,151.2,113.09
jgi.p|Yarli1|64508,YALI0A01045g,70.65,74.28,71.22,86.39,89.02,79.77,79.92,64.63,69.88
jgi.p|Yarli1|64509,YALI0A01067g,142.27,195.78,194.49,213.91,266.91,235.21,672.53,361.11,567.43
jgi.p|Yarli1|64510,YALI0A01089g,10.03,34.99,11.99,35.88,158.48,65.66,352.79,18.32,220.27
jgi.p|Yarli1|64511,YALI0A01111g,39.55,34.65,30.54,50.01,51.61,51.57,33.59,28.62,28.4
jgi.p|Yarli1|64512,YALI0A01133g,74.49,87.55,74.64,53.05,41.69,34.4,17.15,35.88,25.04
jgi.p|Yarli1|64513,YALI0A01155g,39.58,46.71,39.9,49.56,43.63,51.37,48.92,39.48,44
jgi.p|Yarli1|64514,YALI0A01265g,0,0,0,0,0,0.08,0,0,0
jgi.p|Yarli1|64515,YALI0A01331g,55.59,55.82,58.05,64.57,52.12,59.88,46.13,33.27,43.21
jgi.p|Yarli1|64516,YALI0A01353g,25.42,29.71,24.31,30.58,33.38,33.71,19.23,19.93,19.06
jgi.p|Yarli1|64517,YALI0A01375g,42.13,40.33,34.59,27.31,25.31,29.04,21.76,23.9,27.14
jgi.p|Yarli1|64518,YALI0A01397g,20.41,20.25,18.54,27.97,26.72,25.07,26.58,19.64,20.63
jgi.p|Yarli1|64519,YALI0A01419g,159.16,160.97,196.27,146.71,155.39,162.66,74.19,93.63,92.91
jgi.p|Yarli1|64520,YALI0A01441g,6.54,7.09,9.37,12.75,7.08,10.86,27.86,17.55,25.35
jgi.p|Yarli1|64521,YALI0A01452g,142.51,150.29,158.44,241.21,250.82,315.06,1075.62,450.18,969.72
jgi.p|Yarli1|64522,YALI0A01463g,7.73,7.72,8.89,11.22,9.36,13.52,7.18,8.85,9.37
jgi.p|Yarli1|64523,YALI0A01485g,11.93,11.78,13.26,13.34,8.01,9.04,5.18,4.02,4.14
jgi.p|Yarli1|64524,YALI0A01540g,0,0,0,0,0,0,0,0,0
jgi.p|Yarli1|64525,YALI0A01562g,0,0,0,0,0,0,0,0.05,0
jgi.p|Yarli1|64526,YALI0A01602g,0.09,0,0,0,0,0,0,0,0
jgi.p|Yarli1|64527,YALI0A01650g,7.97,7.15,8,6.57,7.5,8.36,5.49,4.13,4.83
jgi.p|Yarli1|64528,YALI0A01716g,0.72,0.49,2.2,1.73,1.97,2.37,2.06,1.09,1.62
jgi.p|Yarli1|64529,YALI0A01738g,64.8,71.91,84.07,79.89,77.84,87.67,46.64,43.39,51.37
jgi.p|Yarli1|64530,YALI0A01760g,16.05,15.08,14.84,5.65,6.34,5.05,6.26,8.03,6.56
jgi.p|Yarli1|64531,YALI0A01782g,26.28,28.8,28.48,48.58,45.87,46.76,65.03,69.59,69.23
jgi.p|Yarli1|64532,YALI0A01826g,19.69,19.86,25.54,15.89,13.85,11.74,16.66,15.39,14.49
jgi.p|Yarli1|64533,YALI0A01848g,0.33,1.17,1.75,1.68,0.78,1.01,1.73,1.1,1.06
jgi.p|Yarli1|64534,YALI0A01870g,0.47,0.12,0,0.15,0.37,0.12,0.33,0.15,0.29
jgi.p|Yarli1|64535,YALI0A01892g,35.13,38.8,33.55,28.99,40.42,29.2,29.95,35.23,25.62
jgi.p|Yarli1|64536,YALI0A01958g,0,0,0,0.19,0,0,0.11,0.19,0
jgi.p|Yarli1|64537,YALI0A01980g,0,0,0.49,0.48,0,0.64,0.99,0.3,1.06
jgi.p|Yarli1|64538,YALI0A02002g,0.24,0,0,0.45,0,0.56,0,0,0.11
jgi.p|Yarli1|64539,YALI0A02024g,2.8,3.64,3.32,2.53,0.65,1.18,1.14,1.13,2.01
jgi.p|Yarli1|64540,YALI0A02046g,12.79,11.15,18.9,24.61,19.03,24.99,6.3,5.43,6
jgi.p|Yarli1|64541,YALI0A02068g,50.51,52.03,46.35,39.23,42.35,41.56,27.55,28.64,28.13
jgi.p|Yarli1|64542,YALI0A02090g,17.85,17.7,18.37,28.64,26.53,31.36,24.83,20.25,21.52
jgi.p|Yarli1|64543,YALI0A02112g,104.48,88.7,102.4,119.9,103.08,107.76,193.72,125.86,200.36
jgi.p|Yarli1|64544,YALI0A02134g,29.53,28.58,29.26,24.5,23.05,21.37,20.75,21.5,19.82
jgi.p|Yarli1|64545,YALI0A02156g,55.87,54.06,50.97,27.04,29.5,30.26,18.49,46.87,40.81
jgi.p|Yarli1|64546,YALI0A02178g,52.49,46.15,50.85,42.72,43.69,53.37,31.15,38.77,47.59
jgi.p|Yarli1|64547,YALI0A02200g,15.35,15,16.08,17.56,14.74,16.83,19.02,15.8,16.86
jgi.p|Yarli1|64548,YALI0A02222g,72.65,74.05,66.38,75.67,76.95,69.98,68.8,52.82,60.44
jgi.p|Yarli1|64549,YALI0A02244g,11.47,11.22,11.15,20.59,18.86,15.45,7.03,7.33,6.62
jgi.p|Yarli1|64550,YALI0A02266g,23.29,21.22,21.19,12.69,11.99,10.46,12.91,13.22,10.84
jgi.p|Yarli1|64551,YALI0A02288g,26.53,22.09,24.98,20.6,18.24,19.57,29.59,31.78,27.46
jgi.p|Yarli1|64552,YALI0A02310g,376.9,352.82,395.77,310.43,355.99,328.6,304.8,317.89,309.15
jgi.p|Yarli1|64553,YALI0A02332g,12.28,12.74,15.22,12.47,17.55,17.18,24.72,32.19,25.2
jgi.p|Yarli1|64554,YALI0A02354g,41.56,40.52,44.03,54.15,71.43,64.57,107.91,85.06,81.09
jgi.p|Yarli1|64555,YALI0A02409g,12.69,14.84,14.44,9.14,10.3,11.43,8.02,8.79,9.56
jgi.p|Yarli1|64556,YALI0A02416g,1.93,0,1.14,0,1.15,0,26.39,12.05,18.75
jgi.p|Yarli1|64557,YALI0A02423g,0,0.78,1.16,0.91,2.34,1.51,72.35,36.82,86.35
jgi.p|Yarli1|64558,YALI0A02431g,5.74,7.33,6.28,8.23,7.91,11.42,7.75,7.65,6.27
jgi.p|Yarli1|64559,YALI0A02453g,14.92,17.1,18.54,38.36,39.01,46.06,25.78,20.76,22.6
jgi.p|Yarli1|64560,YALI0A02475g,3.56,1.87,1.05,2.49,1.06,0.68,0.94,1.43,0.27
jgi.p|Yarli1|64561,YALI0A02497g,208.17,229.1,252.35,247.72,237.1,252.62,206.02,131.2,193.5
jgi.p|Yarli1|64562,YALI0A02541g,60.71,66.27,58.27,58.96,58.41,49.46,32.46,36.62,34.4
jgi.p|Yarli1|64563,YALI0A02563g,30.98,33.14,35.04,33.32,30.54,33.92,22.43,25.22,25.02
jgi.p|Yarli1|64564,YALI0A02585g,19.31,14.01,18.39,15.49,15.3,15.8,14.5,15.38,19.35
jgi.p|Yarli1|64565,YALI0A02607g,6.92,7.65,8.06,22.63,16.97,41.44,13.52,11.5,14.8
jgi.p|Yarli1|64566,YALI0A02629g,3.69,2.19,5.47,17.62,14.87,18.77,6.8,10.21,10.68
jgi.p|Yarli1|64567,YALI0A02651g,207.57,206.63,221.26,194.76,219.19,208.61,118.36,119.4,138.62
jgi.p|Yarli1|64568,YALI0A02673g,101.54,113.61,123.6,247.44,195.98,285.84,87.44,101.67,92.92
jgi.p|Yarli1|64569,YALI0A02695g,343.75,322.48,306.36,224.98,205.48,196.06,204.17,230.59,219.78
jgi.p|Yarli1|64570,YALI0A02717g,28.84,38.38,28.2,35.68,31.21,38.72,139.98,154.64,134.19
jgi.p|Yarli1|64571,YALI0A02783g,0,0.95,0.36,4.47,2.86,6.68,119.06,17.6,98.32
jgi.p|Yarli1|64572,YALI0A02849g,316.27,282.43,305.83,232.09,181.13,198.73,174.26,180.03,189.31
jgi.p|Yarli1|64573,YALI0A02871g,72.73,88.45,96,106.09,92.11,122.39,43.97,64.5,60.34
jgi.p|Yarli1|64574,YALI0A02893g,1.2,2.61,2.84,2.89,2.62,2.99,2,1.92,1.94
jgi.p|Yarli1|64575,YALI0A02915g,1202.27,1218.96,1220.77,801.58,896.83,847.41,645.4,688.34,693.24
jgi.p|Yarli1|64576,YALI0A02937g,37.72,46.16,51.57,56.4,57.55,53.52,30.63,21.68,35.19
jgi.p|Yarli1|64577,YALI0A02959g,21.24,20.81,20.06,26.59,24.87,24.18,22.88,19.12,19.74
jgi.p|Yarli1|64578,YALI0A02981g,133.82,162.43,143.17,149.86,167.34,135.99,111.28,111.39,104.94
jgi.p|Yarli1|64579,YALI0A03003g,261.73,309.17,286.16,229.91,202.48,195.68,124.24,154.29,133.19
jgi.p|Yarli1|64580,YALI0A03025g,144.35,147.87,150.39,205.69,196.67,211.46,231.07,168.15,220.86
jgi.p|Yarli1|64581,YALI0A03069g,0,0,0,0,0,0,0,0,0
jgi.p|Yarli1|64582,YALI0A03091g,0,0,0,0,0.13,0.17,0,0,0
jgi.p|Yarli1|64583,YALI0A03113g,118.16,122.05,121.38,173.43,151.62,197.58,200.91,210.83,219.79
jgi.p|Yarli1|64584,YALI0A03135g,1.29,0.39,1.06,1.66,0.47,1.6,0.31,0.76,0.46
jgi.p|Yarli1|64585,YALI0A03179g,0,0,0,0,0,0,0,0,0
jgi.p|Yarli1|64586,YALI0A03201g,0,0,0,0.13,0,0,0,0,0
jgi.p|Yarli1|64587,YALI0A03245g,23.84,22.18,21.29,14.91,12.89,14.47,17.05,14.92,15.18
jgi.p|Yarli1|64588,YALI0A03399g,43.33,36.73,39.52,37.52,32.35,36.85,33.28,28.27,32.4
jgi.p|Yarli1|64589,YALI0A03421g,0.94,0.99,0.37,11.34,9.68,13.42,25.3,4.8,15.89
jgi.p|Yarli1|64590,YALI0A03443g,41.94,46.94,45.52,62.66,69.32,66.54,59.38,46.7,52.05
jgi.p|Yarli1|64591,YALI0A03509g,143.37,128.24,125.81,69.28,68.74,68.19,94.25,111.17,100.27
jgi.p|Yarli1|64592,YALI0A03531g,8.5,6.62,6.57,4.68,5.54,6.82,6.1,6.44,6.08
jgi.p|Yarli1|64593,YALI0A03553g,28.82,27.31,28.8,48.2,45.48,49.26,41.79,28.04,35.52
jgi.p|Yarli1|64594,YALI0A03575g,75.35,76.04,77.28,90.15,68.07,85.23,74.54,58.78,80.17
jgi.p|Yarli1|64595,YALI0A03597g,266.32,260.71,257.94,177.2,167.4,171.58,172.84,171.89,160.52
jgi.p|Yarli1|64596,YALI0A03641g,17.78,15.54,18.29,18.92,20.66,20.54,24.03,25.58,25.51
jgi.p|Yarli1|64597,YALI0A03663g,9.73,8.55,10.79,33.92,34.65,40.84,29.58,23.25,20.78
jgi.p|Yarli1|64598,YALI0A03685g,9.1,6.34,11.05,10.3,8.8,11.98,12.33,14.39,12.25
jgi.p|Yarli1|64599,YALI0A03751g,25.15,24.76,22.24,26.07,31.65,24.63,18.87,17.14,21.65
jgi.p|Yarli1|64600,YALI0A03773g,139.88,138.63,125.68,94.97,65.59,83.51,99.95,128.01,103.91
jgi.p|Yarli1|64601,YALI0A03817g,126.34,136.02,120.41,58.4,55.88,53.62,110.99,107.54,97.38
jgi.p|Yarli1|64602,YALI0A03839g,284.84,291.55,256.73,226.66,226.91,195.77,158.09,203.41,176.55
jgi.p|Yarli1|64603,YALI0A03861g,6.38,7.06,5.05,13.41,12.8,12.81,11.03,9.66,8.75
jgi.p|Yarli1|64604,YALI0A03883g,50.7,46.36,47.96,44.3,41,42.62,34.11,32.59,33.24
jgi.p|Yarli1|64605,YALI0A03905g,201.78,183.82,179.07,132.14,113.04,123.95,121.46,167.38,159.6
jgi.p|Yarli1|64606,YALI0A03927g,11.28,10.91,11.39,6.4,6.36,6.73,11.07,12.61,11.43
jgi.p|Yarli1|64607,YALI0A03949g,0.84,0.8,0.64,0.39,0.36,0.6,0.63,0.8,0.5
jgi.p|Yarli1|64608,YALI0A03971g,3.71,4.29,3.39,8.52,6.82,7.82,4.11,3.11,3.88
jgi.p|Yarli1|64609,YALI0A03993g,0,0,0.34,0,0,0,0.3,0,0
jgi.p|Yarli1|64610,YALI0A04059g,2.85,2.48,2.68,0.64,1.05,1.28,2.89,3.12,2.54
jgi.p|Yarli1|64611,YALI0A04191g,28.99,33.22,32.25,27.93,31.96,25.57,65.47,65.94,56.42
jgi.p|Yarli1|64612,YALI0A04279g,0.07,0,0,0.07,0,0.17,0.08,0,0
jgi.p|Yarli1|64613,YALI0A04301g,7.06,5.12,8.59,12.8,8.65,12.89,9.04,8.99,8.48
jgi.p|Yarli1|64614,YALI0A04323g,6.86,6.48,8.14,11.73,12.52,14.35,11.85,7.89,11.31
jgi.p|Yarli1|64615,YALI0A04345g,94.51,105.41,102.32,122.89,108.65,115.9,73.06,64.54,64.68
jgi.p|Yarli1|64616,YALI0A04367g,30.84,33.1,35.96,63.47,64.12,65.32,65.51,45,52.61
jgi.p|Yarli1|64617,YALI0A04455g,3.99,6.09,6.31,3.72,10.79,5.51,32.76,14.58,23.39
jgi.p|Yarli1|64618,YALI0A04499g,0,0,0,0,0,0,0,0,0
jgi.p|Yarli1|64619,YALI0A04521g,0,0,0,0,0,0,0,0,0
jgi.p|Yarli1|64620,YALI0A04587g,75.83,87.52,74.46,87.11,64,74.76,82.11,71.61,96.71
jgi.p|Yarli1|64621,YALI0A04609g,43.22,42.05,48.31,33.21,31.74,32.72,30.62,32.45,26.48
jgi.p|Yarli1|64622,YALI0A04631g,0.35,0.73,0.96,3.98,3.99,5.14,2.92,1,2.24
jgi.p|Yarli1|64623,YALI0A04653g,20.14,20.36,19.61,24.01,22.4,25,12.51,10.51,13.36
jgi.p|Yarli1|64624,YALI0A04675g,59.06,51.88,49.78,56.44,52.61,61.02,54.95,55.96,64.43
jgi.p|Yarli1|64625,YALI0A04697g,25.95,28.1,30.21,45.43,57.54,51.83,36.3,33.43,33.26
jgi.p|Yarli1|64626,YALI0A04719g,0.63,0,0,0,0,0,0,0,0
jgi.p|Yarli1|64627,YALI0A04741g,5.78,3.6,4.34,4.78,5.05,4.81,4.2,3.76,3.62
jgi.p|Yarli1|64628,YALI0A04785g,10.58,6.44,8.44,5.34,3.52,4.26,17.18,9.35,11.73
jgi.p|Yarli1|64629,YALI0A04873g,3.83,5.58,6.39,17.06,10.57,20.22,12.48,11.05,13.97
jgi.p|Yarli1|64630,YALI0A04895g,113.61,113.34,112.84,161.47,174.63,185.41,546.6,435.89,497.8
jgi.p|Yarli1|64631,YALI0A04917g,253.91,258.8,247.19,231.08,233.48,220.15,433.8,422.79,427.32
jgi.p|Yarli1|64632,YALI0A04939g,59.42,59.25,53.81,26.23,28.31,26.26,31.58,39.29,38.03
jgi.p|Yarli1|64633,YALI0A04961g,49.87,54.59,50.65,61.82,59.54,63.5,34.68,33.98,36.47
jgi.p|Yarli1|64634,YALI0A04983g,204.01,204.25,209.55,245.79,285.4,268.25,354.58,322.62,341.4
jgi.p|Yarli1|64635,YALI0A05005g,0,0,0.19,0.15,0.58,0.12,0,0,0
jgi.p|Yarli1|64636,YALI0A05027g,15.28,20.25,21.92,14.33,19.45,17.64,62.56,37.25,68.92
jgi.p|Yarli1|64637,YALI0A05115g,14.45,10.7,10.41,12.96,9.61,10.82,7.13,10.38,7.63
jgi.p|Yarli1|64638,YALI0A05137g,46.13,35.36,47.33,67.47,69.1,82.14,44.59,48.54,55.22
jgi.p|Yarli1|64639,YALI0A05159g,9.06,7.31,8.73,16.71,17.35,17.68,8.94,10.53,8.04
jgi.p|Yarli1|64640,YALI0A05181g,107.93,102.53,104.74,69.87,68.3,75.58,63.93,77.94,80.74
jgi.p|Yarli1|64641,YALI0A05203g,0.7,0.67,0.92,1.23,1.48,1.01,0.82,0.82,1.15
jgi.p|Yarli1|64642,YALI0A05225g,0,1.09,1.64,1.29,1.65,1.06,1.46,0,2.56
jgi.p|Yarli1|64643,YALI0A05247g,20.23,18.38,23.04,26.44,26.66,25.54,22.37,25.05,22.74
jgi.p|Yarli1|64644,YALI0A05291g,3,3.72,4.57,2,2.3,2.3,3.38,3.3,2.78
jgi.p|Yarli1|64645,YALI0A05357g,43.44,41.98,46.56,74.43,67.22,70.06,53.5,44.21,45.5
jgi.p|Yarli1|64646,YALI0A05379g,50.74,43.02,48.79,35.53,30.53,35.18,28.53,30.42,29.66
jgi.p|Yarli1|64647,YALI0A05401g,82.26,81.39,80.39,68.69,72.68,59.39,46.1,43.06,44.5
jgi.p|Yarli1|64648,YALI0A05423g,31.89,29.3,31.87,31.84,25.32,28.6,11.77,13.71,16.65
jgi.p|Yarli1|64649,YALI0A05533g,5.38,4.71,5.56,8.04,11.51,10.06,10.21,6.36,8.93
jgi.p|Yarli1|64650,YALI0A05555g,74.46,72.01,67.32,48.09,42.42,42.92,35.57,50.51,46.58
jgi.p|Yarli1|64651,YALI0A05577g,36.53,36.87,37.35,59.27,58.61,65.67,32.94,29.08,29.02
jgi.p|Yarli1|64652,YALI0A05665g,0,0,0,0.2,0,0.25,0.91,0.21,1.71
jgi.p|Yarli1|64653,YALI0A05775g,78.37,74.91,81.25,75.22,71.15,59.1,43.99,42.89,47.82
jgi.p|Yarli1|64654,YALI0A05885g,7.59,6.11,8.17,11.79,9.73,10.9,12.29,12.71,10.41
jgi.p|Yarli1|64655,YALI0A05929g,22.25,22.24,25.29,17.7,13.79,16.2,21.72,18.87,19.32
jgi.p|Yarli1|64656,YALI0A05951g,6.87,9.04,7.86,5.95,7.62,6.38,7.36,7.53,6.92
jgi.p|Yarli1|64657,YALI0A05973g,7.63,7.42,10.43,7.11,11.2,9.01,6.8,6.77,7.06
jgi.p|Yarli1|64658,YALI0A05995g,87.17,90.21,83.91,84.06,70.51,83.9,62.21,70.26,74.46
jgi.p|Yarli1|64659,YALI0A06017g,0,0.45,1.36,0,0,0,0.6,0,0.53
jgi.p|Yarli1|64660,YALI0A06039g,0.39,0,0.47,0,0,0,0,0,0.36
jgi.p|Yarli1|64661,YALI0A06061g,31.24,32.01,30.17,23.25,22.41,23.24,28.36,26.38,27.11
jgi.p|Yarli1|64662,YALI0A06105g,0,0,0,0.43,0,0,0,0,0
jgi.p|Yarli1|64663,YALI0A06171g,0,0,0,0.13,0,0,0,0,0
jgi.p|Yarli1|64664,YALI0A06215g,0.13,0,0.15,0.12,0,0.1,0.14,0.37,0.24
jgi.p|Yarli1|64665,YALI0A06347g,13.01,14.67,20.37,12.29,13.26,17.06,17.18,15.36,14.15
jgi.p|Yarli1|64666,YALI0A06369g,48.6,44.31,48.96,58.32,58.8,65.66,52.22,48.01,51.35
jgi.p|Yarli1|64667,YALI0A06435g,15.78,15.63,16.41,9.59,8.87,11.59,27.1,34.87,29.97
jgi.p|Yarli1|64668,YALI0A06457g,0,0,0.41,0.64,0,0,0,0.33,0.64
jgi.p|Yarli1|64669,YALI0A06479g,52.39,49.93,49.21,28.42,25.02,30.82,33.44,44.66,38.63
jgi.p|Yarli1|64670,YALI0A06501g,142.66,124.53,131.06,100.05,95.61,82.89,64.71,80.92,79.51
jgi.p|Yarli1|64671,YALI0A06523g,57.17,54.63,50.33,46.35,37.09,43.46,32.88,28.35,30.67
jgi.p|Yarli1|64672,YALI0A06589g,4.1,5.06,4.3,10.46,9.22,12.05,13.73,10.69,14.43
jgi.p|Yarli1|64673,YALI0A06611g,13.53,11.79,13.39,12.15,11.99,12.1,15.57,14.89,14.79
jgi.p|Yarli1|64674,YALI0A06633g,0,0,0.39,0,0,0,0.34,0,0
jgi.p|Yarli1|64675,YALI0A06655g,49.44,50.11,53.21,66.77,63.6,78.3,132.98,134.75,131.07
jgi.p|Yarli1|64676,YALI0A06677g,5.49,4.57,10.72,11.05,10.09,13.55,15.93,7.85,12.36
jgi.p|Yarli1|64677,YALI0A06699g,14.36,12.91,10.57,21.22,15.37,23.19,37.55,31.44,40.36
jgi.p|Yarli1|64678,YALI0A06721g,6.17,5.18,2.74,7.18,8.28,7.1,12.18,2.6,8.21
jgi.p|Yarli1|64679,YALI0A06743g,40.53,40.22,47.23,70.5,52.05,58.46,86.13,65.07,93.21
jgi.p|Yarli1|64680,YALI0A06765g,272.66,258.11,266.58,231.99,249.47,243.21,613.96,341.8,517.01
jgi.p|Yarli1|64681,YALI0A06787g,89.39,83.54,88.94,79.82,95.81,92.45,188.31,137.13,155.23
jgi.p|Yarli1|64682,YALI0A06809g,102.99,92.28,109.48,105.94,118.02,114.02,102.68,114.67,114.23
jgi.p|Yarli1|64683,YALI0A06831g,41.71,51.71,49.47,44.08,50.36,43.47,33.16,34.47,32.75
jgi.p|Yarli1|64684,YALI0A06886g,32.92,30.36,37.19,99.27,90.23,115.76,27.68,29.09,27.61
jgi.p|Yarli1|64685,YALI0A06908g,65.39,83.53,93.74,160.94,126.2,166.02,72.56,52.53,73.52
jgi.p|Yarli1|64686,YALI0A06930g,0.5,0.39,0,0.16,0.4,0.26,0.7,0,0.15
jgi.p|Yarli1|64687,YALI0A06952g,0,0,0.63,0,0,0,0.56,2.57,0.99
jgi.p|Yarli1|64688,YALI0A06974g,4.34,4.57,5.32,20.23,23.84,35.44,201.01,88.54,160.69
jgi.p|Yarli1|64689,YALI0A06996g,18.48,21.26,25.25,31.14,31.24,32.47,16.2,19.49,17.8
jgi.p|Yarli1|64690,YALI0A07018g,56.2,55.1,53.98,76.08,88.11,74.61,73.29,57.82,62.35
jgi.p|Yarli1|64691,YALI0A07062g,81.61,93.84,98.37,88.48,92.66,102.2,64.74,56.41,62.18
jgi.p|Yarli1|64692,YALI0A07084g,278.65,266.21,247.85,181.97,195.23,180.35,170.19,221.86,196.33
jgi.p|Yarli1|64693,YALI0A07106g,15.61,13.5,16.98,23.43,22.75,24.64,13.6,12.77,11.56
jgi.p|Yarli1|64694,YALI0A07128g,2.14,2.54,3.58,6.17,3.61,7.18,5.03,3.19,4.69
jgi.p|Yarli1|64695,YALI0A07142g,0.07,0,0,0.27,0,0.06,0,0,0
jgi.p|Yarli1|64696,YALI0A07238g,14.39,13.77,13.87,12.6,11.39,11.53,13.28,14.25,13.64
jgi.p|Yarli1|64697,YALI0A07249g,1.89,2.15,2.06,1.97,2.34,1.45,1.91,1.45,1.68
jgi.p|Yarli1|64698,YALI0A07403g,243.51,255.24,246.85,217.53,179,195.99,192.65,193.37,243.55
jgi.p|Yarli1|64699,YALI0A07425g,1.12,0.61,0.51,1.37,0.93,0.6,2.09,0.5,2.72
jgi.p|Yarli1|64700,YALI0A07447g,2.98,2.5,2.36,2.27,2.05,4.58,0.48,1.39,1.34
jgi.p|Yarli1|64701,YALI0A07557g,5.54,3.53,4.9,2.08,1.68,1.65,1.65,0.87,0.69
jgi.p|Yarli1|64702,YALI0A07579g,0,0,0,0,0,0,0.11,0,0
jgi.p|Yarli1|64703,YALI0A07601g,5.78,4.33,5.61,5.32,6.27,7.21,5.22,6.93,5.7
jgi.p|Yarli1|64704,YALI0A07623g,6.62,4.86,7.98,8.98,9.56,10.61,5.62,4.91,6.02
jgi.p|Yarli1|64705,YALI0A07645g,1.23,0.97,0,1.14,0,0,0,0,0
jgi.p|Yarli1|64706,YALI0A07667g,5.46,6.29,5.92,6.4,3.72,5.99,3.61,3,4.33
jgi.p|Yarli1|64707,YALI0A07689g,40.35,39.1,41.11,53.76,48.42,48.56,41.54,29.57,34.71
jgi.p|Yarli1|64708,YALI0A07711g,0,0,0,0,0,0.58,0,0,0
jgi.p|Yarli1|64709,YALI0A07733g,124.04,153.24,140.43,145.09,131.63,165.48,850.41,1001.5,971.58
